"COD_DIAGNOSTICO","DES_DIAGNOSTICO","DTA_DESACTIVO","COD_VERDIAG","DES_DIAGNOSTICO_LONGA","DIAG_PAI","DIAG_MODULOS"
"71512","OSTEOARTROSE LOCALIZADA PRIMARIA NO BRACO",,"ICD9","OSTEOARTROSE LOCALIZADA PRIMARIA NO BRACO","7151",""
"71514","OSTEOARTROSE LOCALIZADA PRIMARIA NA MAO",,"ICD9","OSTEOARTROSE LOCALIZADA PRIMARIA NA MAO","7151",""
"71516","OSTEOARTROSE LOCALIZADA PRIMARIA NA PERNA",,"ICD9","OSTEOARTROSE LOCALIZADA PRIMARIA NA PERNA","7151",""
"71518","OSTEOARTROSE LOCALIZADA PRIMARIA DE LOCALIZACAO NCOP",,"ICD9","OSTEOARTROSE LOCALIZADA PRIMARIA DE LOCALIZACAO NCOP","7151",""
"71521","OSTEOARTROSE LOCALIZADA SECUNDARIA NA REGIAO OMBRO",,"ICD9","OSTEOARTROSE LOCALIZADA SECUNDARIA NA REGIAO OMBRO","7152",""
"71522","OSTEOARTROSE LOCALIZADA SECUNDARIA NO BRACO",,"ICD9","OSTEOARTROSE LOCALIZADA SECUNDARIA NO BRACO","7152",""
"71524","OSTEOARTROSE LOCALIZADA SECUNDARIA NA MAO",,"ICD9","OSTEOARTROSE LOCALIZADA SECUNDARIA NA MAO","7152",""
"71526","OSTEOARTROSE LOCALIZADA SECUNDARIA NA PERNA",,"ICD9","OSTEOARTROSE LOCALIZADA SECUNDARIA NA PERNA","7152",""
"71528","OSTEOARTROSE LOCALIZADA SECUNDARIA DE LOCALIZACAO NCOP",,"ICD9","OSTEOARTROSE LOCALIZADA SECUNDARIA DE LOCALIZACAO NCOP","7152",""
"71596","OSTEOARTROSE S/ESPECIFICACAO DE GENERAL. OU LOCALIZ. NA PERNA",,"ICD9","OSTEOARTROSE S/ESPECIFICACAO DE GENERAL. OU LOCALIZ. NA PERNA","7159",""
"78939","INCHACO, MASSA OU PROTUBERANCIA ABDOMINAL OU PELVICA, LOCAIS ESPECIF.NCOP/MULTIP",,"ICD9","INCHACO, MASSA OU PROTUBERANCIA ABDOMINAL OU PELVICA, LOCAIS ESPECIF.NCOP/MULTIP","7893",""
"79093","ELEVACAO DO ANTIGENIO ESPECIFICO DA PROSTATA (PSA)",,"ICD9","ELEVACAO DO ANTIGENIO ESPECIFICO DA PROSTATA (PSA)","7909",""
"99660","INFECCAO/REACCAO INFLAMAT. DEVIDA A DISPOSITIVO, IMPLANTE OU ENXERTO N/ESPECIFIC",,"ICD9","INFECCAO/REACCAO INFLAMAT. DEVIDA A DISPOSITIVO, IMPLANTE OU ENXERTO N/ESPECIFIC","9966",""
"99662","INFECCAO/REACC.INFLAMAT. DEVIDA A DISPOSITIVO/IMPLANTE/ENXERTO VASCULAR NCOP",,"ICD9","INFECCAO/REACC.INFLAMAT. DEVIDA A DISPOSITIVO/IMPLANTE/ENXERTO VASCULAR NCOP","9966",""
"99666","INFECCAO/REACC.INFLAMAT. DEVIDA A DISPOSITIVO/IMPLANTE/ENXERTO ARTICULAR INTERNO",,"ICD9","INFECCAO/REACC.INFLAMAT. DEVIDA A DISPOSITIVO/IMPLANTE/ENXERTO ARTICULAR INTERNO","9966",""
"99668","INFECCAO OU REACCAO INFLAMATORIA DEVIDA A CATETER DIALISE PERITONEAL",,"ICD9","INFECCAO OU REACCAO INFLAMATORIA DEVIDA A CATETER DIALISE PERITONEAL","9966",""
"99675","COMPLICACAO NCOP, DEVIDA A DISPOSITIVO, IMPLANTE OU ENXERTO DO SISTEMA NERVOSO",,"ICD9","COMPLICACAO NCOP, DEVIDA A DISPOSITIVO, IMPLANTE OU ENXERTO DO SISTEMA NERVOSO","9967",""
"99677","COMPLICACAO NCOP, DEVIDA A DISPOSITIVO, IMPLANTE OU ENXERTO ARTICULAR INTERNO",,"ICD9","COMPLICACAO NCOP, DEVIDA A DISPOSITIVO, IMPLANTE OU ENXERTO ARTICULAR INTERNO","9967",""
"99882","FRAGMENTOS DE CATARATA NO OLHO, APOS CIRURGIA DE CATARATA",,"ICD9","FRAGMENTOS DE CATARATA NO OLHO, APOS CIRURGIA DE CATARATA","9988",""
"99883","FERIDA OPERATORIA QUE NAO CICATRIZA",,"ICD9","FERIDA OPERATORIA QUE NAO CICATRIZA","9988",""
"81308","FRACTURA FECHADA DO RADIO E DO CUBITO, EXTREMIDADE SUPERIOR [QUALQUER PARTE]",,"ICD9","FRACTURA FECHADA DO RADIO E DO CUBITO, EXTREMIDADE SUPERIOR [QUALQUER PARTE]","8130",""
"81342","FRACTURAS DA EXTREMIDADE DISTAL DO RADIO (SOZINHO), NCOP",,"ICD9","FRACTURAS DA EXTREMIDADE DISTAL DO RADIO (SOZINHO), NCOP","8134",""
"81241","FRACTURA SUPRACONDILIANA DO UMERO (EXTREMIDADE INFERIOR), FECHADA",,"ICD9","FRACTURA SUPRACONDILIANA DO UMERO (EXTREMIDADE INFERIOR), FECHADA","8124",""
"81401","FRACTURA OSSO NAVICULAR (ESCAFOIDE) PULSO F.",,"ICD9","FRACTURA OSSO NAVICULAR (ESCAFOIDE) PULSO F.","8140",""
"82021","FRACTURA COLO FEMUR -SECCAO INTERTROCANTERICA -F.",,"ICD9","FRACTURA COLO FEMUR -SECCAO INTERTROCANTERICA -F.","8202",""
"8208","FRACTURA FECHADA DO COLO DO FEMUR SOE",,"ICD9","FRACTURA FECHADA DO COLO DO FEMUR SOE","820",""
"8210","FRACTURA DA DIAFISE OU DE PARTE NAO ESPECIFICADA DO FEMUR, FECHADA",,"ICD9","FRACTURA DA DIAFISE OU DE PARTE NAO ESPECIFICADA DO FEMUR, FECHADA","821",""
"82101","FRACTURA DA DIAFISE DO FEMUR, FECHADA",,"ICD9","FRACTURA DA DIAFISE DO FEMUR, FECHADA","8210",""
"9534","TRAUMATISMO DO PLEXO BRAQUIAL",,"ICD9","TRAUMATISMO DO PLEXO BRAQUIAL","953",""
"9558","TRAUMATISMO DE MULTIPLOS NERVOS PERIFERICOS DA CINTURA ESCAPULAR E MEMBRO SUPERI",,"ICD9","TRAUMATISMO DE MULTIPLOS NERVOS PERIFERICOS DA CINTURA ESCAPULAR E MEMBRO SUPERI","955",""
"71699","ARTROPATIA SOE DE MULTIPLAS LOCALIZACOES",,"ICD9","ARTROPATIA SOE DE MULTIPLAS LOCALIZACOES","7169",""
"71686","ARTROPATIA NCOP - NA PERNA",,"ICD9","ARTROPATIA NCOP - NA PERNA","7168",""
"71687","ARTROPATIA NCOP - NO TORNOZELO E PE",,"ICD9","ARTROPATIA NCOP - NO TORNOZELO E PE","7168",""
"717","DESARRANJOS INTERNOS DO JOELHO",,"ICD9","DESARRANJOS INTERNOS DO JOELHO","71",""
"7172","DESARRANJO DO CORNO POSTERIOR DO MENISCO INTERNO",,"ICD9","DESARRANJO DO CORNO POSTERIOR DO MENISCO INTERNO","717",""
"7174","DESARRANJO DO MENISCO EXTERNO",,"ICD9","DESARRANJO DO MENISCO EXTERNO","717",""
"71743","DESARRANJO DO CORNO POSTERIOR DO MENISCO EXTERNO",,"ICD9","DESARRANJO DO CORNO POSTERIOR DO MENISCO EXTERNO","7174",""
"7175","DESARRANJO DO MENISCO NCOP",,"ICD9","DESARRANJO DO MENISCO NCOP","717",""
"71789","ROTURA ANTIGA DO LIGAMENTO DO JOELHO NCOP",,"ICD9","ROTURA ANTIGA DO LIGAMENTO DO JOELHO NCOP","7178",""
"71836","LUXACAO RECORRENTE DE ARTICULACAO NA PERNA",,"ICD9","LUXACAO RECORRENTE DE ARTICULACAO NA PERNA","7183",""
"71831","LUXACAO RECORRENTE DE ARTICULACAO NA REGIAO OMBRO",,"ICD9","LUXACAO RECORRENTE DE ARTICULACAO NA REGIAO OMBRO","7183",""
"71844","CONTRACTURA DE ARTICULACAO NA MAO",,"ICD9","CONTRACTURA DE ARTICULACAO NA MAO","7184",""
"V1861","HISTORIA FAMILIAL DE RIM POLIQUISTICO",,"ICD9","HISTORIA FAMILIAL DE RIM POLIQUISTICO","V186",""
"V2543","VIGILANCIA DE CONTRACEPTIVO IMPLANTAVEL SUBDERMICAMENTE",,"ICD9","VIGILANCIA DE CONTRACEPTIVO IMPLANTAVEL SUBDERMICAMENTE","V254",""
"8202","FRACTURA PERITROCANTERIANA FECHADA (COLO DO FEMUR)",,"ICD9","FRACTURA PERITROCANTERIANA FECHADA (COLO DO FEMUR)","820",""
"82320","FRACTURA DA DIAFISE DA TIBIA, FECHADA",,"ICD9","FRACTURA DA DIAFISE DA TIBIA, FECHADA","8232",""
"82322","FRACTURA DAS DIAFISES DA TIBIA E DO PERONEO, FECHADA",,"ICD9","FRACTURA DAS DIAFISES DA TIBIA E DO PERONEO, FECHADA","8232",""
"820","FRACTURA DO COLO DO FEMUR",,"ICD9","FRACTURA DO COLO DO FEMUR","80",""
"8200","FRACTURA DO COLO DO FEMUR, TRANSCERVICAL, FECHADA",,"ICD9","FRACTURA DO COLO DO FEMUR, TRANSCERVICAL, FECHADA","820",""
"82521","FRACTURA DO ASTRAGALO, FECHADA",,"ICD9","FRACTURA DO ASTRAGALO, FECHADA","8252",""
"82300","FRACTURA DA TIBIA, EXTREMIDADE SUPERIOR, FECHADA",,"ICD9","FRACTURA DA TIBIA, EXTREMIDADE SUPERIOR, FECHADA","8230",""
"8242","FRACTURA DO MALEOLO LATERAL (TORNOZELO), FECHADA",,"ICD9","FRACTURA DO MALEOLO LATERAL (TORNOZELO), FECHADA","824",""
"8244","FRACTURA BIMALEOLAR (TORNOZELO), FECHADA",,"ICD9","FRACTURA BIMALEOLAR (TORNOZELO), FECHADA","824",""
"8246","FRACTURA TRIMALEOLAR (TORNOZELO), FECHADA",,"ICD9","FRACTURA TRIMALEOLAR (TORNOZELO), FECHADA","824",""
"8301","LUXACAO TEMPOROMANDIBULAR COMPOSTA",,"ICD9","LUXACAO TEMPOROMANDIBULAR COMPOSTA","830",""
"71850","ANQUILOSE ARTICULAR DE LOCALIZACAO NAO ESPECIFICADA",,"ICD9","ANQUILOSE ARTICULAR DE LOCALIZACAO NAO ESPECIFICADA","7185",""
"71881","DESARRANJOS ARTICULARES NCOP NA REGIAO OMBRO",,"ICD9","DESARRANJOS ARTICULARES NCOP NA REGIAO OMBRO","7188",""
"71888","DESARRANJOS ARTICULARES NCOP DE LOCALIZACAO NCOP",,"ICD9","DESARRANJOS ARTICULARES NCOP DE LOCALIZACAO NCOP","7188",""
"71886","DESARRANJOS ARTICULARES NCOP NA PERNA",,"ICD9","DESARRANJOS ARTICULARES NCOP NA PERNA","7188",""
"71887","DESARRANJOS ARTICULARES NCOP NO TORNOZELO E PE",,"ICD9","DESARRANJOS ARTICULARES NCOP NO TORNOZELO E PE","7188",""
"71956","RIGIDEZ ARTICULAR NCOP NA PERNA",,"ICD9","RIGIDEZ ARTICULAR NCOP NA PERNA","7195",""
"71966","SINTOMAS NCOP RELACIONADOS COM ARTICULACOES NA PERNA",,"ICD9","SINTOMAS NCOP RELACIONADOS COM ARTICULACOES NA PERNA","7196",""
"71954","RIGIDEZ ARTICULAR NCOP NA MAO",,"ICD9","RIGIDEZ ARTICULAR NCOP NA MAO","7195",""
"71984","TRANSTORNOS ARTICULARES NCOP NA MAO",,"ICD9","TRANSTORNOS ARTICULARES NCOP NA MAO","7198",""
"V4571","AUSENCIA ADQUIRIDA DE MAMA",,"ICD9","AUSENCIA ADQUIRIDA DE MAMA","V457",""
"V5042","ADMISSAO PARA REMOCAO PROFILATICA DE OVARIO",,"ICD9","ADMISSAO PARA REMOCAO PROFILATICA DE OVARIO","V504",""
"8361","ROTURA DA CARTILAGEM OU DO MENISCO LATERAL DO JOELHO, ACTUAL",,"ICD9","ROTURA DA CARTILAGEM OU DO MENISCO LATERAL DO JOELHO, ACTUAL","836",""
"8363","LUXACAO DA ROTULA, FECHADA",,"ICD9","LUXACAO DA ROTULA, FECHADA","836",""
"7202","SACRO-ILEITE NCOP",,"ICD9","SACRO-ILEITE NCOP","720",""
"7208","ESPONDILOPATIAS INFLAMATORIAS NCOP",,"ICD9","ESPONDILOPATIAS INFLAMATORIAS NCOP","720",""
"7210","ESPONDILOSE CERVICAL SEM MIELOPATIA",,"ICD9","ESPONDILOSE CERVICAL SEM MIELOPATIA","721",""
"7211","ESPONDILOSE CERVICAL COM MIELOPATIA",,"ICD9","ESPONDILOSE CERVICAL COM MIELOPATIA","721",""
"71953","RIGIDEZ ARTICULAR NCOP NO ANTEBRACO",,"ICD9","RIGIDEZ ARTICULAR NCOP NO ANTEBRACO","7195",""
"7218","ALTERACOES RELACIONADAS COM A ESPONDILOSE, NCOP",,"ICD9","ALTERACOES RELACIONADAS COM A ESPONDILOSE, NCOP","721",""
"72210","DESLOCAMENTO DE DISCO INTERVERTREBRAL LOMBAR, SEM MIELOPATIA",,"ICD9","DESLOCAMENTO DE DISCO INTERVERTREBRAL LOMBAR, SEM MIELOPATIA","7221",""
"72211","DESLOCAMENTO DE DISCO INTERVERTREBRAL TORACICO, SEM MIELOPATIA",,"ICD9","DESLOCAMENTO DE DISCO INTERVERTREBRAL TORACICO, SEM MIELOPATIA","7221",""
"72252","DEGENERACAO DISCO INTERVERTEBRAL LOMBAR OU LOMBOSSACRO",,"ICD9","DEGENERACAO DISCO INTERVERTEBRAL LOMBAR OU LOMBOSSACRO","7225",""
"72271","TRANSTORNO DISCO INTERVERTEBRAL COM MIELOPATIA - REGIAO CERVICAL",,"ICD9","TRANSTORNO DISCO INTERVERTEBRAL COM MIELOPATIA - REGIAO CERVICAL","7227",""
"72293","TRANSTORNOS DISCOS INTERVERTEBRAIS NCOP OU SOE - REGIAO LOMBAR",,"ICD9","TRANSTORNOS DISCOS INTERVERTEBRAIS NCOP OU SOE - REGIAO LOMBAR","7229",""
"7230","ESTENOSE DA COLUNA VERTEBRAL - REGIAO CERVICAL",,"ICD9","ESTENOSE DA COLUNA VERTEBRAL - REGIAO CERVICAL","723",""
"7231","CERVICALGIA",,"ICD9","CERVICALGIA","723",""
"7235","TORCICOLO SOE",,"ICD9","TORCICOLO SOE","723",""
"72400","ESTENOSE COLUNA VERTEBRAL REGIAO NAO ESPECIFICADA",,"ICD9","ESTENOSE COLUNA VERTEBRAL REGIAO NAO ESPECIFICADA","7240",""
"7242","LUMBAGO",,"ICD9","LUMBAGO","724",""
"7245","DOR DE COSTAS, NAO ESPECIFICADA",,"ICD9","DOR DE COSTAS, NAO ESPECIFICADA","724",""
"7213","ESPONDILOSE LOMBO-SAGRADA SEM MIELOPATIA",,"ICD9","ESPONDILOSE LOMBO-SAGRADA SEM MIELOPATIA","721",""
"72142","ESPONDILOSE DA REGIAO LOMBAR, COM MIELOPATIA",,"ICD9","ESPONDILOSE DA REGIAO LOMBAR, COM MIELOPATIA","7214",""
"72630","ENTESOPATIA DO COTOVELO SOE",,"ICD9","ENTESOPATIA DO COTOVELO SOE","7263",""
"72632","EPICONDILITE LATERAL (COTOVELO)",,"ICD9","EPICONDILITE LATERAL (COTOVELO)","7263",""
"7264","ENTESOPATIA DO PUNHO E DO CARPO",,"ICD9","ENTESOPATIA DO PUNHO E DO CARPO","726",""
"72665","BURSITE PREPATELAR",,"ICD9","BURSITE PREPATELAR","7266",""
"72670","ENTESOPATIA DO TORNOZELO E TARSO SOE",,"ICD9","ENTESOPATIA DO TORNOZELO E TARSO SOE","7267",""
"72672","TENDINITE TIBIAL",,"ICD9","TENDINITE TIBIAL","7267",""
"72673","ESPORAO DO CALCANEO",,"ICD9","ESPORAO DO CALCANEO","7267",""
"72691","EXOSTOSE DE LOCAL NAO ESPECIFICADO",,"ICD9","EXOSTOSE DE LOCAL NAO ESPECIFICADO","7269",""
"72611","TENDINITE CALCIFICANTE DO OMBRO",,"ICD9","TENDINITE CALCIFICANTE DO OMBRO","7261",""
"72749","'GANGLION' E CISTO DA SINOVIAL, TENDAO E BOLSA SINOVIAL, NCOP",,"ICD9","'GANGLION' E CISTO DA SINOVIAL, TENDAO E BOLSA SINOVIAL, NCOP","7274",""
"72764","ROTURA TENDAO FLEXOR (NAO TRAUMATICA) DA MAO E PUNHO",,"ICD9","ROTURA TENDAO FLEXOR (NAO TRAUMATICA) DA MAO E PUNHO","7276",""
"7279","TRANSTORNOS DA SINOVIAL, TENDAO E BOLSA SINOVIAL, SOE",,"ICD9","TRANSTORNOS DA SINOVIAL, TENDAO E BOLSA SINOVIAL, SOE","727",""
"1723","MELANOMA MALIGNO DA PELE DA FACE, LOCAL NCOP OU NAO ESPECIFICADO",,"ICD9","MELANOMA MALIGNO DA PELE DA FACE, LOCAL NCOP OU NAO ESPECIFICADO","172",""
"22809","HEMANGIOMA DE LOCALIZACAO NCOP",,"ICD9","HEMANGIOMA DE LOCALIZACAO NCOP","2280",""
"56211","DIVERTICULITE DO COLON, (SEM MENCAO DE HEMORRAGIA)",,"ICD9","DIVERTICULITE DO COLON, (SEM MENCAO DE HEMORRAGIA)","5621",""
"81304","FRACTURA FECHADA DO CUBITO (SOZINHO), EXTREMIDADE SUPERIOR, NCOP OU N/ESPECIFIC.",,"ICD9","FRACTURA FECHADA DO CUBITO (SOZINHO), EXTREMIDADE SUPERIOR, NCOP OU N/ESPECIFIC.","8130",""
"8411","ENTORSES E DISTENSOES DO LIGAMENTO COLATERAL CUBITAL",,"ICD9","ENTORSES E DISTENSOES DO LIGAMENTO COLATERAL CUBITAL","841",""
"8442","ENTORSES E DISTENSOES DOS LIGAMENTOS CRUZADOS DO JOELHO",,"ICD9","ENTORSES E DISTENSOES DOS LIGAMENTOS CRUZADOS DO JOELHO","844",""
"8449","ENTORSES E DISTENSOES DO JOELHO E PERNA SOE",,"ICD9","ENTORSES E DISTENSOES DO JOELHO E PERNA SOE","844",""
"84502","ENTORSES E DISTENSOES DO LIGAMENTO CALCANEOPERONIAL",,"ICD9","ENTORSES E DISTENSOES DO LIGAMENTO CALCANEOPERONIAL","8450",""
"84509","ENTORSES E DISTENSOES DO TORNOZELO NCOP",,"ICD9","ENTORSES E DISTENSOES DO TORNOZELO NCOP","8450",""
"84519","ENTORSES E DISTENSOES TORNOZELO NCOP",,"ICD9","ENTORSES E DISTENSOES TORNOZELO NCOP","8451",""
"996","COMPLICACOES PECULIARES A ALGUNS PROCEDIMENTOS ESPECIFICADOS",,"ICD9","COMPLICACOES PECULIARES A ALGUNS PROCEDIMENTOS ESPECIFICADOS","82",""
"9961","COMPLICACAO MECANICA DE DISPOSITIVO, IMPLANTE OU ENXERTO VASCULAR NCOP",,"ICD9","COMPLICACAO MECANICA DE DISPOSITIVO, IMPLANTE OU ENXERTO VASCULAR NCOP","996",""
"99632","COMPLICACAO MECANICA DEVIDA A DISPOSITIVO ANTICONCEPCIONAL INTRA-UTERINO",,"ICD9","COMPLICACAO MECANICA DEVIDA A DISPOSITIVO ANTICONCEPCIONAL INTRA-UTERINO","9963",""
"9964","COMPLICACAO MECANICA DE DISPOSITIVO, IMPLANTE OU ENXERTO ORTOPEDICO",,"ICD9","COMPLICACAO MECANICA DE DISPOSITIVO, IMPLANTE OU ENXERTO ORTOPEDICO","996",""
"99651","COMPLICACAO MECANICA DE ENXERTO CORNEANO",,"ICD9","COMPLICACAO MECANICA DE ENXERTO CORNEANO","9965",""
"99653","COMPLICACAO MECANICA DE LENTE (PROTESE) OCULAR",,"ICD9","COMPLICACAO MECANICA DE LENTE (PROTESE) OCULAR","9965",""
"99659","COMPLICACOES MECANICAS DEVIDAS A APARELHO OU IMPLANTE INTERNO NCOP",,"ICD9","COMPLICACOES MECANICAS DEVIDAS A APARELHO OU IMPLANTE INTERNO NCOP","9965",""
"99681","COMPLICACOES DE RIM TRANSPLANTADO",,"ICD9","COMPLICACOES DE RIM TRANSPLANTADO","9968",""
"9976","COMPLICACOES DO COTO DE AMPUTACAO",,"ICD9","COMPLICACOES DO COTO DE AMPUTACAO","997",""
"99761","NEUROMA DE COTO DE AMPUTACAO",,"ICD9","NEUROMA DE COTO DE AMPUTACAO","9976",""
"998","COMPLICACOES DE PROCEDIMENTOS, NCOP",,"ICD9","COMPLICACOES DE PROCEDIMENTOS, NCOP","82",""
"9981","HEMORRAGIA, HEMATOMA OU SEROMA COMPLICANDO PROCEDIMENTO",,"ICD9","HEMORRAGIA, HEMATOMA OU SEROMA COMPLICANDO PROCEDIMENTO","998",""
"9983","DEISCENCIA DE CICATRIZ CIRURGICA",,"ICD9","DEISCENCIA DE CICATRIZ CIRURGICA","998",""
"9986","FISTULA POS-OPERATORIA PERSISTENTE",,"ICD9","FISTULA POS-OPERATORIA PERSISTENTE","998",""
"9988","COMPLICACAO ESPECIFICADA DE PROCEDIMENTO, NCOP",,"ICD9","COMPLICACAO ESPECIFICADA DE PROCEDIMENTO, NCOP","998",""
"7248","SINTOMAS REFERENCIAVEIS AO DORSO, NCOP",,"ICD9","SINTOMAS REFERENCIAVEIS AO DORSO, NCOP","724",""
"7249","ALTERACOES DO DORSO NAO ESPECIFICADAS",,"ICD9","ALTERACOES DO DORSO NAO ESPECIFICADAS","724",""
"7260","CAPSULITE ADESIVA DO OMBRO",,"ICD9","CAPSULITE ADESIVA DO OMBRO","726",""
"7261","SINDROMO DO MANGUITO ROTADOR DO OMBRO E TRANSTORNOS AFINS",,"ICD9","SINDROMO DO MANGUITO ROTADOR DO OMBRO E TRANSTORNOS AFINS","726",""
"72741","'GANGLION' DE ARTICULACAO",,"ICD9","'GANGLION' DE ARTICULACAO","7274",""
"72742","'GANGLION' DE BAINHA TENDINOSA",,"ICD9","'GANGLION' DE BAINHA TENDINOSA","7274",""
"72882","GRANULOMA DE CORPO ESTRANHO EM MUSCULO (LIGAMENTO OU FASCIA)",,"ICD9","GRANULOMA DE CORPO ESTRANHO EM MUSCULO (LIGAMENTO OU FASCIA)","7288",""
"72889","TRANSTORNOS DOS MUSCULOS, LIGAMENTOS E FASCIAS, NCOP",,"ICD9","TRANSTORNOS DOS MUSCULOS, LIGAMENTOS E FASCIAS, NCOP","7288",""
"7289","TRANSTORNOS DE MUSCULOS, LIGAMENTOS E FASCIAS SOE",,"ICD9","TRANSTORNOS DE MUSCULOS, LIGAMENTOS E FASCIAS SOE","728",""
"729","TRANSTORNOS DOS TECIDOS MOLES, NCOP",,"ICD9","TRANSTORNOS DOS TECIDOS MOLES, NCOP","71",""
"7292","NEURALGIA, NEURITE E RADICULITE NAO ESPECIFICADAS",,"ICD9","NEURALGIA, NEURITE E RADICULITE NAO ESPECIFICADAS","729",""
"72703","DEDO EM GATILHO (ADQUIRIDO)",,"ICD9","DEDO EM GATILHO (ADQUIRIDO)","7270",""
"72705","TENOSSINOVITE DA MAO E PUNHO, NCOP",,"ICD9","TENOSSINOVITE DA MAO E PUNHO, NCOP","7270",""
"72709","SINOVITE E TENOSSINOVITE, NCOP",,"ICD9","SINOVITE E TENOSSINOVITE, NCOP","7270",""
"7273","BURSITES NCOP",,"ICD9","BURSITES NCOP","727",""
"72740","CISTO SINOVIAL, NAO ESPECIFICADO",,"ICD9","CISTO SINOVIAL, NAO ESPECIFICADO","7274",""
"7286","CONTRACTURA FASCIA PALMAR (DUPUYTREN)",,"ICD9","CONTRACTURA FASCIA PALMAR (DUPUYTREN)","728",""
"73016","OSTEOMIELITE CRONICA NA PERNA",,"ICD9","OSTEOMIELITE CRONICA NA PERNA","7301",""
"73018","OSTEOMIELITE CRONICA DE LOCALIZACAO NCOP",,"ICD9","OSTEOMIELITE CRONICA DE LOCALIZACAO NCOP","7301",""
"72810","CALCIFICACAO E OSSIFICACAO MUSCULAR, SOE",,"ICD9","CALCIFICACAO E OSSIFICACAO MUSCULAR, SOE","7281",""
"7283","ALTERACOES ESPECIFICADAS DOS MUSCULOS, NCOP",,"ICD9","ALTERACOES ESPECIFICADAS DOS MUSCULOS, NCOP","728",""
"73014","OSTEOMIELITE CRONICA NA MAO",,"ICD9","OSTEOMIELITE CRONICA NA MAO","7301",""
"73081","INFECCOES NCOP ENVOLVENDO OSSOS DA REGIAO OMBRO, EM DOENCAS CLASSIF. OUTRA PARTE",,"ICD9","INFECCOES NCOP ENVOLVENDO OSSOS DA REGIAO OMBRO, EM DOENCAS CLASSIF. OUTRA PARTE","7308",""
"73000","OSTEOMIELITE AGUDA DE LOCALIZACAO NAO ESPECIFICADA",,"ICD9","OSTEOMIELITE AGUDA DE LOCALIZACAO NAO ESPECIFICADA","7300",""
"73007","OSTEOMIELITE AGUDA NO TORNOZELO E PE",,"ICD9","OSTEOMIELITE AGUDA NO TORNOZELO E PE","7300",""
"7325","OSTEOCONDROSE JUVENIL DO PE",,"ICD9","OSTEOCONDROSE JUVENIL DO PE","732",""
"7327","OSTEOCONDRITE DISSECANTE",,"ICD9","OSTEOCONDRITE DISSECANTE","732",""
"7329","OSTEOCONDROPATIAS SOE",,"ICD9","OSTEOCONDROPATIAS SOE","732",""
"8520","HEMORR. SUBARACN., SUBDURAL OU EXTRADURAL, POS-TRAUMAT. S/FERIM.INTRACRANIANO",,"ICD9","HEMORR. SUBARACN., SUBDURAL OU EXTRADURAL, POS-TRAUMAT. S/FERIM.INTRACRANIANO","852",""
"8522","HEMORRAGIA SUBDURAL POS-TRAUMAT., S/MENCAO DE FERIDA ABERTA DO CRANEO",,"ICD9","HEMORRAGIA SUBDURAL POS-TRAUMAT., S/MENCAO DE FERIDA ABERTA DO CRANEO","852",""
"7311","OSTEITE DEFORMANTE EM DOENCAS CLASSIFICADAS EM OUTRA PARTE",,"ICD9","OSTEITE DEFORMANTE EM DOENCAS CLASSIFICADAS EM OUTRA PARTE","731",""
"7350","HALLUX VALGO (ADQUIRIDO)",,"ICD9","HALLUX VALGO (ADQUIRIDO)","735",""
"7352","HALLUX RIGIDO (ADQUIRIDO)",,"ICD9","HALLUX RIGIDO (ADQUIRIDO)","735",""
"7354","DEDOS EM MARTELO NCOP (ADQUIRIDOS)",,"ICD9","DEDOS EM MARTELO NCOP (ADQUIRIDOS)","735",""
"7355","DEDO DE PE EM GARRA (ADQUIRIDO)",,"ICD9","DEDO DE PE EM GARRA (ADQUIRIDO)","735",""
"7358","DEFORMIDADES ADQUIRIDAS DOS ARTELHOS NCOP",,"ICD9","DEFORMIDADES ADQUIRIDAS DOS ARTELHOS NCOP","735",""
"73600","DEFORMIDADE ADQUIRIDA DO ANTEBRACO EXCLUINDO DEDOS, SOE",,"ICD9","DEFORMIDADE ADQUIRIDA DO ANTEBRACO EXCLUINDO DEDOS, SOE","7360",""
"73096","INFECCAO OSSEA SOE NA PERNA",,"ICD9","INFECCAO OSSEA SOE NA PERNA","7309",""
"73097","INFECCAO OSSEA SOE NO TORNOZELO E PE",,"ICD9","INFECCAO OSSEA SOE NO TORNOZELO E PE","7309",""
"73099","INFECCAO OSSEA SOE DE MULTIPLAS LOCALIZACOES",,"ICD9","INFECCAO OSSEA SOE DE MULTIPLAS LOCALIZACOES","7309",""
"73679","DEFORMIDADE DO TORNOZELO E PE NCOP (ADQUIRIDA)",,"ICD9","DEFORMIDADE DO TORNOZELO E PE NCOP (ADQUIRIDA)","7367",""
"73681","COMPRIMENTO DESIGUAL DAS PERNAS (ADQUIRIDO)",,"ICD9","COMPRIMENTO DESIGUAL DAS PERNAS (ADQUIRIDO)","7368",""
"7369","DEFORMIDADES ADQUIRIDAS EM MEMBROS SOE",,"ICD9","DEFORMIDADES ADQUIRIDAS EM MEMBROS SOE","736",""
"7333","HIPEROSTOSE DO CRANIO",,"ICD9","HIPEROSTOSE DO CRANIO","733",""
"73349","NECROSE ASSEPTICA DE OSSO NCOP",,"ICD9","NECROSE ASSEPTICA DE OSSO NCOP","7334",""
"73381","MAL UNIAO DE FRACTURA",,"ICD9","MAL UNIAO DE FRACTURA","7338",""
