"COD_ACTO","DESIGNACAO","REQ_PROCESSO","COD_GRUPO","CONTAGEM","EST_GRUPO","CONT_TAXAS","CONT_FACT","DTA_DESACTIVO","COD_VERDIAG","DESIGNACAO_LONGA"
"2419","TECNICAS DE DIAGNOSTICO NOS DENTES GENGIVAS E ALVEOLOS NCOP","",,1,,1,1,,"ICD9","TECNICAS DE DIAGNOSTICO NOS DENTES GENGIVAS E ALVEOLOS NCOP"
"244","EXCISAO DE LESAO DENTARIA DA MANDIBULA","",,1,,1,1,,"ICD9","EXCISAO DE LESAO DENTARIA DA MANDIBULA"
"247","APLICACAO DE PROTESE ORTODONTICA","",,1,,1,1,,"ICD9","APLICACAO DE PROTESE ORTODONTICA"
"2502","BIOPSIA ABERTA DA LINGUA","",,1,,1,1,,"ICD9","BIOPSIA ABERTA DA LINGUA"
"251","EXCISAO OU DESTRUICAO DE LESAO OU TECIDO DA LINGUA","",,1,,1,1,,"ICD9","EXCISAO OU DESTRUICAO DE LESAO OU TECIDO DA LINGUA"
"254","GLOSSECTOMIA RADICAL","",,1,,1,1,,"ICD9","GLOSSECTOMIA RADICAL"
"2551","SUTURA DE LACERACAO DA LINGUA","",,1,,1,1,,"ICD9","SUTURA DE LACERACAO DA LINGUA"
"2612","BIOPSIA ABERTA DE GLANDULA OU CANAL SALIVAR","",,1,,1,1,,"ICD9","BIOPSIA ABERTA DE GLANDULA OU CANAL SALIVAR"
"2629","EXCISAO DE LESAO DE GLANDULA SALIVAR, NCOP","",,1,,1,1,,"ICD9","EXCISAO DE LESAO DE GLANDULA SALIVAR, NCOP"
"2631","SIALOADENECTOMIA PARCIAL","",,1,,1,1,,"ICD9","SIALOADENECTOMIA PARCIAL"
"2649","REPARACOES E OPERACOES PLASTICAS NA GLANDULA OU CANAL SALIVAR NC","",,1,,1,1,,"ICD9","REPARACOES E OPERACOES PLASTICAS NA GLANDULA OU CANAL SALIVAR NC"
"6495","INSERCAO OU TROCA DE PROTESE PENIANA NAO INSUFLAVEL","",,1,,1,1,,"ICD9","INSERCAO OU TROCA DE PROTESE PENIANA NAO INSUFLAVEL"
"6498","OPERACOES NO PENIS, NCOP","",,1,,1,1,,"ICD9","OPERACOES NO PENIS, NCOP"
"655","OOFORECTOMIA (OVARIECTOMIA) BILATERAL","",,1,,1,1,,"ICD9","OOFORECTOMIA (OVARIECTOMIA) BILATERAL"
"6552","REMOCAO DE OVARIO RESTANTE, NCOP","",,1,,1,1,,"ICD9","REMOCAO DE OVARIO RESTANTE, NCOP"
"6561","REMOCAO DE AMBOS OVARIOS E TROMPAS NO MESMO ACTO OPERATORIO NCOP","",,1,,1,1,,"ICD9","REMOCAO DE AMBOS OVARIOS E TROMPAS NO MESMO ACTO OPERATORIO NCOP"
"6621","LAQUEACAO ENDOSCOPICA BILATERAL E ESMAGAMENTO DE TROMPA","",,1,,1,1,,"ICD9","LAQUEACAO ENDOSCOPICA BILATERAL E ESMAGAMENTO DE TROMPA"
"6629","DESTRUICOES OU OCLUSOES ENDOSCOPICAS BILATERAIS DAS TROMPAS NCOP","",,1,,1,1,,"ICD9","DESTRUICOES OU OCLUSOES ENDOSCOPICAS BILATERAIS DAS TROMPAS NCOP"
"6631","LAQUEACAO BILATERAL OU ESMAGAMENTO DAS TROMPAS DE FALOPIO, NCOP","",,1,,1,1,,"ICD9","LAQUEACAO BILATERAL OU ESMAGAMENTO DAS TROMPAS DE FALOPIO, NCOP"
"6651","REMOCAO DE AMBAS AS TROMPAS NO MESMO ACTO OPERATORIO","",,1,,1,1,,"ICD9","REMOCAO DE AMBAS AS TROMPAS NO MESMO ACTO OPERATORIO"
"6663","SALPINGECTOMIA PARCIAL BILATERAL NCOP","",,1,,1,1,,"ICD9","SALPINGECTOMIA PARCIAL BILATERAL NCOP"
"6673","SALPINGO-SALPINGOSTOMIA","",,1,,1,1,,"ICD9","SALPINGO-SALPINGOSTOMIA"
"6816","BIOPSIA FECHADA DO UTERO","",,1,,1,1,,"ICD9","BIOPSIA FECHADA DO UTERO"
"6822","INCISAO OU EXCISAO DE SEPTO CONGENITO DO UTERO","",,1,,1,1,,"ICD9","INCISAO OU EXCISAO DE SEPTO CONGENITO DO UTERO"
"6929","REPARACAO DE UTERO E ESTRUTURAS DE SUPORTE, NCOP","",,1,,1,1,,"ICD9","REPARACAO DE UTERO E ESTRUTURAS DE SUPORTE, NCOP"
"695","CURETAGEM ASPIRATIVA DO UTERO","",,1,,1,1,,"ICD9","CURETAGEM ASPIRATIVA DO UTERO"
"5461","REENCERRAMENTO DE RUPTURA POS-OPERATORIA DA PAREDE ABDOMINAL","",,1,,1,1,,"ICD9","REENCERRAMENTO DE RUPTURA POS-OPERATORIA DA PAREDE ABDOMINAL"
"5493","CRIACAO DE FISTULA CUTANEO-PERITONEAL","",,1,,1,1,,"ICD9","CRIACAO DE FISTULA CUTANEO-PERITONEAL"
"5495","INCISAO DO PERITONEU","",,1,,1,1,,"ICD9","INCISAO DO PERITONEU"
"5561","AUTOTRANSPLANTACAO RENAL","",,1,,1,1,,"ICD9","AUTOTRANSPLANTACAO RENAL"
"5587","CORRECCAO DE JUNCAO URETEROPELVICA","",,1,,1,1,,"ICD9","CORRECCAO DE JUNCAO URETEROPELVICA"
"560","REMOCAO TRANSURETRAL DE OBSTRUCAO DO URETER E PELVE RENAL","",,1,,1,1,,"ICD9","REMOCAO TRANSURETRAL DE OBSTRUCAO DO URETER E PELVE RENAL"
"5640","URETERECTOMIA, NAO ESPECIFICADA DE OUTRO MODO","",,1,,1,1,,"ICD9","URETERECTOMIA, NAO ESPECIFICADA DE OUTRO MODO"
"5679","ANASTOMOSE OU BYPASS DE URETER NCOP","",,1,,1,1,,"ICD9","ANASTOMOSE OU BYPASS DE URETER NCOP"
"570","LIMPEZA TRANSURETERAL DA BEXIGA","",,1,,1,1,,"ICD9","LIMPEZA TRANSURETERAL DA BEXIGA"
"5722","REVISAO OU ENCERRAMENTO DE VESICOSTOMIA","",,1,,1,1,,"ICD9","REVISAO OU ENCERRAMENTO DE VESICOSTOMIA"
"5732","CISTOSCOPIA NCOP","",,1,,1,1,,"ICD9","CISTOSCOPIA NCOP"
"5733","BIOPSIA FECHADA [TRANSURETRAL] DA BEXIGA","",,1,,1,1,,"ICD9","BIOPSIA FECHADA [TRANSURETRAL] DA BEXIGA"
"574","EXCISAO OU DESTRUICAO TRANSURETRAL DE TECIDO DA BEXIGA","",,1,,1,1,,"ICD9","EXCISAO OU DESTRUICAO TRANSURETRAL DE TECIDO DA BEXIGA"
"5749","EXCISAO OU DESTRUICAO TRANSURETRAL DE LESAO OU TECIDO DA BEXIGA","",,1,,1,1,,"ICD9","EXCISAO OU DESTRUICAO TRANSURETRAL DE LESAO OU TECIDO DA BEXIGA"
"5759","EXCISAO/DESTRUICAO A CEU ABERTO DE OUTRA LESAO/TECIDO DA BEXIGA","",,1,,1,1,,"ICD9","EXCISAO/DESTRUICAO A CEU ABERTO DE OUTRA LESAO/TECIDO DA BEXIGA"
"5789","REPARACAO DA BEXIGA","",,1,,1,1,,"ICD9","REPARACAO DA BEXIGA"
"7013","LISE DE ADERENCIAS INTRALUMINAIS DA VAGINA","",,1,,1,1,,"ICD9","LISE DE ADERENCIAS INTRALUMINAIS DA VAGINA"
"7032","EXCISAO OU DESTRUICAO DE LESAO DO FUNDO DE SACO","",,1,,1,1,,"ICD9","EXCISAO OU DESTRUICAO DE LESAO DO FUNDO DE SACO"
"7050","REPARACAO DE CISTOCELO E RECTOCELO (SIMULTANEA)","",,1,,1,1,,"ICD9","REPARACAO DE CISTOCELO E RECTOCELO (SIMULTANEA)"
"7062","RECONSTRUCAO VAGINAL","",,1,,1,1,,"ICD9","RECONSTRUCAO VAGINAL"
"7071","SUTURA DE LACERACAO DA VAGINA","",,1,,1,1,,"ICD9","SUTURA DE LACERACAO DA VAGINA"
"7073","REPARACAO DE FISTULA RECTO-VAGINAL","",,1,,1,1,,"ICD9","REPARACAO DE FISTULA RECTO-VAGINAL"
"7075","REPARACAO DE FISTULA DA VAGINA","",,1,,1,1,,"ICD9","REPARACAO DE FISTULA DA VAGINA"
"7079","REPARACOES DA VAGINA NCOP","",,1,,1,1,,"ICD9","REPARACOES DA VAGINA NCOP"
"7101","LISE DE ADERENCIAS VULVULARES","",,1,,1,1,,"ICD9","LISE DE ADERENCIAS VULVULARES"
"7124","EXCISAO OU OUTRA DESTRUICAO DA GLANDULA DE BARTHOLIN (QUISTO)","",,1,,1,1,,"ICD9","EXCISAO OU OUTRA DESTRUICAO DA GLANDULA DE BARTHOLIN (QUISTO)"
"713","EXCISOES OU DESTRUICAO LOCALIZADAS DA VULVA E PERINEO NCOP","",,1,,1,1,,"ICD9","EXCISOES OU DESTRUICAO LOCALIZADAS DA VULVA E PERINEO NCOP"
"4643","REVISAO DE ESTOMA DO INTESTINO GROSSO, NCOP","",,1,,1,1,,"ICD9","REVISAO DE ESTOMA DO INTESTINO GROSSO, NCOP"
"4652","ENCERRAMENTO DE ESTOMA DE INTESTINO GROSSO","",,1,,1,1,,"ICD9","ENCERRAMENTO DE ESTOMA DE INTESTINO GROSSO"
"4862","RESSECCAO ANTERIOR RECTO COM COLOSTOMIA SIMULTANEA","",,1,,1,1,,"ICD9","RESSECCAO ANTERIOR RECTO COM COLOSTOMIA SIMULTANEA"
"4876","PROCTOPEXIA","",,1,,1,1,,"ICD9","PROCTOPEXIA"
"4882","EXCISAO DE TECIDO PERIRECTAL","",,1,,1,1,,"ICD9","EXCISAO DE TECIDO PERIRECTAL"
"4893","TRATAMENTO DE FISTULA PERI-RECTAL","",,1,,1,1,,"ICD9","TRATAMENTO DE FISTULA PERI-RECTAL"
"4952","ESFINCTEROTOMIA ANAL POSTERIOR","",,1,,1,1,,"ICD9","ESFINCTEROTOMIA ANAL POSTERIOR"
"4973","ENCERRAMENTO DE FISTULA ANAL","",,1,,1,1,,"ICD9","ENCERRAMENTO DE FISTULA ANAL"
"4979","REPARACAO DO ESFINCTER ANAL, NCOP","",,1,,1,1,,"ICD9","REPARACAO DO ESFINCTER ANAL, NCOP"
"502","EXCISAO LOCAL OU DESTRUICAO DE TECIDO OU LESAO HEPATICA","",,1,,1,1,,"ICD9","EXCISAO LOCAL OU DESTRUICAO DE TECIDO OU LESAO HEPATICA"
"512","COLECISTECTOMIA","",,1,,1,1,,"ICD9","COLECISTECTOMIA"
"5123","COLECISTECTOMIA LAPAROSCOPICA","",,1,,1,1,,"ICD9","COLECISTECTOMIA LAPAROSCOPICA"
"5137","ANASTOMOSE DE CANAL HEPATICO AO TRACTO GASTRINTESTINAL","",,1,,1,1,,"ICD9","ANASTOMOSE DE CANAL HEPATICO AO TRACTO GASTRINTESTINAL"
"5163","EXCISOES DA VIA BILIAR PRINCIPAL (COLEDOCO) NCOP","",,1,,1,1,,"ICD9","EXCISOES DA VIA BILIAR PRINCIPAL (COLEDOCO) NCOP"
"5194","REVISAO DE ANASTOMOSE DAS VIAS BILIARES","",,1,,1,1,,"ICD9","REVISAO DE ANASTOMOSE DAS VIAS BILIARES"
"527","PANCREATICO-DUODENECTOMIA RADICAL","",,1,,1,1,,"ICD9","PANCREATICO-DUODENECTOMIA RADICAL"
"5301","REPARACAO UNILATERAL DE HERNIA INGUINAL DIRECTA","",,1,,1,1,,"ICD9","REPARACAO UNILATERAL DE HERNIA INGUINAL DIRECTA"
"5303","REPARACAO UNILATER. HERNIA INGUINAL DIRECTA C/ENXERTO OU PROTESE","",,1,,1,1,,"ICD9","REPARACAO UNILATER. HERNIA INGUINAL DIRECTA C/ENXERTO OU PROTESE"
"5305","REPARACAO UNILATERAL DE HERNIA INGUINAL COM ENXERTO OU PROTESE","",,1,,1,1,,"ICD9","REPARACAO UNILATERAL DE HERNIA INGUINAL COM ENXERTO OU PROTESE"
"5311","REPARACAO BILATERAL DE HERNIA INGUINAL DIRECTA","",,1,,1,1,,"ICD9","REPARACAO BILATERAL DE HERNIA INGUINAL DIRECTA"
"5315","REPARACAO BILATERAL DE HERNIA INGUINAL INDIRECTA COM ENXERTO OU","",,1,,1,1,,"ICD9","REPARACAO BILATERAL DE HERNIA INGUINAL INDIRECTA COM ENXERTO OU"
"5317","REPARACAO DE HERNIA INGUINAL BILATERAL COM ENXERTO OU PROTESE NC","",,1,,1,1,,"ICD9","REPARACAO DE HERNIA INGUINAL BILATERAL COM ENXERTO OU PROTESE NC"
"5321","REPARACAO UNILATERAL DE HERNIA FEMURAL COM ENXERTO OU PROTESE","",,1,,1,1,,"ICD9","REPARACAO UNILATERAL DE HERNIA FEMURAL COM ENXERTO OU PROTESE"
"5341","REPARACAO DE HERNIA UMBILICAL COM PROTESE","",,1,,1,1,,"ICD9","REPARACAO DE HERNIA UMBILICAL COM PROTESE"
"5359","REPARACAO DE HERNIA DA PAREDE ABDOMINAL ANTERIOR NCOP","",,1,,1,1,,"ICD9","REPARACAO DE HERNIA DA PAREDE ABDOMINAL ANTERIOR NCOP"
"5361","REPARACAO DE HERNIA INCISIONAL DA PAREDE ABDOMINAL COM PROTESE","",,1,,1,1,,"ICD9","REPARACAO DE HERNIA INCISIONAL DA PAREDE ABDOMINAL COM PROTESE"
"5411","LAPAROTOMIA EXPLORADORA","",,1,,1,1,,"ICD9","LAPAROTOMIA EXPLORADORA"
"5423","BIOPSIA DE PERITONEU","",,1,,1,1,,"ICD9","BIOPSIA DE PERITONEU"
"5893","IMPLANTACAO DE ESFINCTER URINARIO ARTIFICIAL","",,1,,1,1,,"ICD9","IMPLANTACAO DE ESFINCTER URINARIO ARTIFICIAL"
"59","OPERACAO NO TRACTO URINARIO","",,0,,1,1,,"ICD9","OPERACAO NO TRACTO URINARIO"
"593","PLICATURA DA JUNCAO URETROVESICAL","",,1,,1,1,,"ICD9","PLICATURA DA JUNCAO URETROVESICAL"
"595","SUSPENSAO URETRAL RETROPUBICA","",,1,,1,1,,"ICD9","SUSPENSAO URETRAL RETROPUBICA"
"597","REPARACOES DE INCONTINENCIA URINARIA POR STRESS NCOP","",,1,,1,1,,"ICD9","REPARACOES DE INCONTINENCIA URINARIA POR STRESS NCOP"
"5979","REPARACAO DE INCONTINENCIA URINARIA POR STRESS, NCOP","",,1,,1,1,,"ICD9","REPARACAO DE INCONTINENCIA URINARIA POR STRESS, NCOP"
"5995","FRAGMENTACAO ULTRASONICA DE CALCULOS URINARIOS","",,1,,1,1,,"ICD9","FRAGMENTACAO ULTRASONICA DE CALCULOS URINARIOS"
"5999","OPERACOES NO SISTEMA URINARIO NCOP","",,1,,1,1,,"ICD9","OPERACOES NO SISTEMA URINARIO NCOP"
"6018","ACTOS DE DIAGNOSTICO NA PROSTATA E TECIDO PERIPROSTATICO, NCOP","",,1,,1,1,,"ICD9","ACTOS DE DIAGNOSTICO NA PROSTATA E TECIDO PERIPROSTATICO, NCOP"
"602","PROSTATECTOMIA TRANSURETRAL","",,1,,1,1,,"ICD9","PROSTATECTOMIA TRANSURETRAL"
"604","PROSTATECTOMIA RETROPUBICA","",,1,,1,1,,"ICD9","PROSTATECTOMIA RETROPUBICA"
"613","EXCISAO OU DESTRUICAO DE LESAO OU TECIDO DO ESCROTO","",,1,,1,1,,"ICD9","EXCISAO OU DESTRUICAO DE LESAO OU TECIDO DO ESCROTO"
"6142","REPARACAO DE FISTULA ESCROTAL","",,1,,1,1,,"ICD9","REPARACAO DE FISTULA ESCROTAL"
"620","INCISAO DE TESTICULO","",,1,,1,1,,"ICD9","INCISAO DE TESTICULO"
"6212","BIOPSIA ABERTA DE TESTICULO","",,1,,1,1,,"ICD9","BIOPSIA ABERTA DE TESTICULO"
"622","EXCISAO OU DESTRUICAO DE LESAO TESTICULAR","",,1,,1,1,,"ICD9","EXCISAO OU DESTRUICAO DE LESAO TESTICULAR"
"6241","REMOCAO DE AMBOS OS TESTICULOS NO MESMO TEMPO OPERATORIO","",,1,,1,1,,"ICD9","REMOCAO DE AMBOS OS TESTICULOS NO MESMO TEMPO OPERATORIO"
"625","ORQUIDOPEXIA","",,1,,1,1,,"ICD9","ORQUIDOPEXIA"
"627","INSERCAO DE PROTESE TESTICULAR","",,1,,1,1,,"ICD9","INSERCAO DE PROTESE TESTICULAR"
"6299","OPERACAO NOS TESTICULOS NCOP","",,1,,1,1,,"ICD9","OPERACAO NOS TESTICULOS NCOP"
"6399","OPERACOES NO CORDAO ESPERMATICO EPIDIDIMO E CANAL DEFERENTE NCOP","",,1,,1,1,,"ICD9","OPERACOES NO CORDAO ESPERMATICO EPIDIDIMO E CANAL DEFERENTE NCOP"
"6411","BIOPSIA DO PENIS","",,1,,1,1,,"ICD9","BIOPSIA DO PENIS"
"6442","LIBERTACAO DO FREIO PREPUCIAL","",,1,,1,1,,"ICD9","LIBERTACAO DO FREIO PREPUCIAL"
"6491","INCISAO DORSAL OU LATERAL DO PREPUCIO","",,1,,1,1,,"ICD9","INCISAO DORSAL OU LATERAL DO PREPUCIO"
"7969","DESBRIDAMENTO DE LOCAL DE FRACTURA EXPOSTA-OSSO ESPECIFICADO NCO","",,1,,1,1,,"ICD9","DESBRIDAMENTO DE LOCAL DE FRACTURA EXPOSTA-OSSO ESPECIFICADO NCO"
"7994","OPERACAO NAO ESPECIFICADA EM LESAO OSSEA-FALANGES DA MAO","",,1,,1,1,,"ICD9","OPERACAO NAO ESPECIFICADA EM LESAO OSSEA-FALANGES DA MAO"
"7997","OPERACAO NAO ESPECIFICADA EM LESAO OSSEA-TARSO E METATARSO","",,1,,1,1,,"ICD9","OPERACAO NAO ESPECIFICADA EM LESAO OSSEA-TARSO E METATARSO"
"8005","ARTROTOMIA PARA EXTRACCAO DE PROTESE DA ANCA","",,1,,1,1,,"ICD9","ARTROTOMIA PARA EXTRACCAO DE PROTESE DA ANCA"
"8013","ARTROTOMIA NCOP DO PUNHO","",,1,,1,1,,"ICD9","ARTROTOMIA NCOP DO PUNHO"
"8015","ARTROTOMIA NCOP DA ANCA","",,1,,1,1,,"ICD9","ARTROTOMIA NCOP DA ANCA"
"8021","ARTROSCOPIA OMBRO","",,1,,1,1,,"ICD9","ARTROSCOPIA OMBRO"
"8023","ARTROSCOPIA PUNHO","",,1,,1,1,,"ICD9","ARTROSCOPIA PUNHO"
"8027","ARTROSCOPIA TORNOZELO","",,1,,1,1,,"ICD9","ARTROSCOPIA TORNOZELO"
"8050","EXCISAO OU DESTRUICAO DE DISCO INTERVERTEBRAL, SOE","",,1,,1,1,,"ICD9","EXCISAO OU DESTRUICAO DE DISCO INTERVERTEBRAL, SOE"
"8052","DESTRUICAO QUIMICA DE DISCO INTERVERTEBRAL (QUIMIONUCLEOSE)","",,1,,1,1,,"ICD9","DESTRUICAO QUIMICA DE DISCO INTERVERTEBRAL (QUIMIONUCLEOSE)"
"5797","SUBSTITUICAO DE ESTIMULADOR ELECTRONICO DA BEXIGA","",,1,,1,1,,"ICD9","SUBSTITUICAO DE ESTIMULADOR ELECTRONICO DA BEXIGA"
"8103","FIXACAO DA COLUNA CERVICAL NCOP, TECNICA POSTERIOR","",,1,,1,1,,"ICD9","FIXACAO DA COLUNA CERVICAL NCOP, TECNICA POSTERIOR"
"8105","FIXACAO DA COLUNA DORSAL E DORSOLOMBAR, TECNICA POSTERIOR","",,1,,1,1,,"ICD9","FIXACAO DA COLUNA DORSAL E DORSOLOMBAR, TECNICA POSTERIOR"
"8107","FIXACAO DA COLUNA LOMBAR E LOMBO-SAGRADA, TECNICA LAT.TRANSVERSA","",,1,,1,1,,"ICD9","FIXACAO DA COLUNA LOMBAR E LOMBO-SAGRADA, TECNICA LAT.TRANSVERSA"
"8109","RE-FIXACAO DA COLUNA VERTEBRAL, QUALQUER NIVEL, QUALQUER TECNICA","",,1,,1,1,,"ICD9","RE-FIXACAO DA COLUNA VERTEBRAL, QUALQUER NIVEL, QUALQUER TECNICA"
"8116","FUSAO (ARTRODESE) METATARSICO-FALANGICA","",,1,,1,1,,"ICD9","FUSAO (ARTRODESE) METATARSICO-FALANGICA"
"8118","ARTROERESE DA ARTICULACAO SUBTALAR","",,1,,1,1,,"ICD9","ARTROERESE DA ARTICULACAO SUBTALAR"
"8120","ARTRODESE DA ARTICULACAO NAO ESPECIFICADA","",,1,,1,1,,"ICD9","ARTRODESE DA ARTICULACAO NAO ESPECIFICADA"
"8128","FIXACAO INTERFALANGICA","",,1,,1,1,,"ICD9","FIXACAO INTERFALANGICA"
"8129","ARTRODESE DE ARTICULACOES ESPECIFICADAS NCOP","",,1,,1,1,,"ICD9","ARTRODESE DE ARTICULACOES ESPECIFICADAS NCOP"
"8139","REFUSÃO DE VÉRTEBRAS, QUALQUER NÍVEL, QUALQUER TÉCNICA, SOE","",,1,,1,1,,"ICD9","REFUSÃO DE VÉRTEBRAS, QUALQUER NÍVEL, QUALQUER TÉCNICA, SOE"
"8140","REPARACAO DA ARTICULACAO DA ANCA, NCOP","",,1,,1,1,,"ICD9","REPARACAO DA ARTICULACAO DA ANCA, NCOP"
"8145","REPARACOES DOS LIGAMENTOS CRUZADOS NCOP","",,1,,1,1,,"ICD9","REPARACOES DOS LIGAMENTOS CRUZADOS NCOP"
"8147","REPARACOES DO JOELHO NCOP","",,1,,1,1,,"ICD9","REPARACOES DO JOELHO NCOP"
"8149","REPARACOES DO TORNOZELO NCOP","",,1,,1,1,,"ICD9","REPARACOES DO TORNOZELO NCOP"
"8151","SUBSTITUICAO TOTAL DA ANCA","",,1,,1,1,,"ICD9","SUBSTITUICAO TOTAL DA ANCA"
"8153","REVISAO DE SUBSTITUICAO DA ANCA","",,1,,1,1,,"ICD9","REVISAO DE SUBSTITUICAO DA ANCA"
"8155","REVISAO DE SUBSTITUICAO DO JOELHO","",,1,,1,1,,"ICD9","REVISAO DE SUBSTITUICAO DO JOELHO"
"8157","SUBSTITUICAO DE ARTICULACAO DO PE OU DEDO DO PE","",,1,,1,1,,"ICD9","SUBSTITUICAO DE ARTICULACAO DO PE OU DEDO DO PE"
"816","ARTROPLASTIA DA ARTICULACAO DA ANCA, NCOP","",,1,,1,1,,"ICD9","ARTROPLASTIA DA ARTICULACAO DA ANCA, NCOP"
"8171","ARTROPLASTIA ARTICUL.METACARPO-FALANG.OU INTER-FALANG,C/IMPLANTE","",,1,,1,1,,"ICD9","ARTROPLASTIA ARTICUL.METACARPO-FALANG.OU INTER-FALANG,C/IMPLANTE"
"8173","SUBSTITUICAO TOTAL DE PUNHO","",,1,,1,1,,"ICD9","SUBSTITUICAO TOTAL DE PUNHO"
"8174","ARTROPLASTIA DE ARTIC.CARPO-CARPICA OU CARPO-METACARP.C/IMPLANTE","",,1,,1,1,,"ICD9","ARTROPLASTIA DE ARTIC.CARPO-CARPICA OU CARPO-METACARP.C/IMPLANTE"
"818","ARTROPLASTIA E REPARACAO DE OMBRO OU COTOVELO","",,1,,1,1,,"ICD9","ARTROPLASTIA E REPARACAO DE OMBRO OU COTOVELO"
"8185","REPARACAO NCOP DE COTOVELO","",,1,,1,1,,"ICD9","REPARACAO NCOP DE COTOVELO"
"8191","ARTROCENTESE","",,1,,1,1,,"ICD9","ARTROCENTESE"
"8192","INJECCAO DE SUBSTANCIA TERAPEUTICA NA ARTICULACAO OU LIGAMENTO","",,1,,1,1,,"ICD9","INJECCAO DE SUBSTANCIA TERAPEUTICA NA ARTICULACAO OU LIGAMENTO"
"8194","SUTURA DE CAPSULA OU LIGAMENTO DE TORNOZELO E PE","",,1,,1,1,,"ICD9","SUTURA DE CAPSULA OU LIGAMENTO DE TORNOZELO E PE"
"8197","REVISAO DE ARTICULACAO SUBSTITUIDA DO MEMBRO SUPERIOR","",,1,,1,1,,"ICD9","REVISAO DE ARTICULACAO SUBSTITUIDA DO MEMBRO SUPERIOR"
"8199","OPERACOES NAS ESTRUTURAS ARTICULARES NCOP","",,1,,1,1,,"ICD9","OPERACOES NAS ESTRUTURAS ARTICULARES NCOP"
"820","INCISO DE MUSCULO, TENDAO, FASCIA E BOLSA SINOVIAL DA MAO","",,1,,1,1,,"ICD9","INCISO DE MUSCULO, TENDAO, FASCIA E BOLSA SINOVIAL DA MAO"
"8211","TENOTOMIA DA MAO","",,1,,1,1,,"ICD9","TENOTOMIA DA MAO"
"8219","DIVISAO DE TECIDO MOLE DA MAO, NCOP","",,1,,1,1,,"ICD9","DIVISAO DE TECIDO MOLE DA MAO, NCOP"
"8221","EXCISAO DE LESAO DA BAINHA DO TENDAO DA MAO","",,1,,1,1,,"ICD9","EXCISAO DE LESAO DA BAINHA DO TENDAO DA MAO"
"8229","EXCISAO DE OUTRA LESAO DE TECIDO MOLE DA MAO","",,1,,1,1,,"ICD9","EXCISAO DE OUTRA LESAO DE TECIDO MOLE DA MAO"
"8234","EXCISAO DE MUSCULO OU FASCIA DA MAO PARA ENXERTO","",,1,,1,1,,"ICD9","EXCISAO DE MUSCULO OU FASCIA DA MAO PARA ENXERTO"
"8272","OPERACAO PLASTICA NA MAO COM ENXERTO DE MUSCULO OU FASCIA","",,1,,1,1,,"ICD9","OPERACAO PLASTICA NA MAO COM ENXERTO DE MUSCULO OU FASCIA"
"8286","TENOPLASTIAS DA MAO NCOP","",,1,,1,1,,"ICD9","TENOPLASTIAS DA MAO NCOP"
"8299","OPERACOES NO MUSCULO FASCIA E TENDAO DA MAO NCOP","",,1,,1,1,,"ICD9","OPERACOES NO MUSCULO FASCIA E TENDAO DA MAO NCOP"
"8309","INCISAO DE TECIDO MOLE, NCOP","",,1,,1,1,,"ICD9","INCISAO DE TECIDO MOLE, NCOP"
"8311","SECCAO DO TENDAO DE AQUILES","",,1,,1,1,,"ICD9","SECCAO DO TENDAO DE AQUILES"
"8313","TENOTOMIA NCOP","",,1,,1,1,,"ICD9","TENOTOMIA NCOP"
"8319","DIVISAO DE TECIDO MOLE, NCOP","",,1,,1,1,,"ICD9","DIVISAO DE TECIDO MOLE, NCOP"
"832","ACTOS DE DIAGNOSTICO EM MUSCULO, TENDAO, FASCIA E BOLSA SINOVIAL","",,1,,1,1,,"ICD9","ACTOS DE DIAGNOSTICO EM MUSCULO, TENDAO, FASCIA E BOLSA SINOVIAL"
"833","EXCISAO DE LESAO DO MUSCULO, TENDAO, FASCIA OU DA BOLSA SINOVIAL","",,1,,1,1,,"ICD9","EXCISAO DE LESAO DO MUSCULO, TENDAO, FASCIA OU DA BOLSA SINOVIAL"
"8339","EXCISAO DE LESAO DE TECIDO MOLE NCOP","",,1,,1,1,,"ICD9","EXCISAO DE LESAO DE TECIDO MOLE NCOP"
"8344","FASCIECTOMIAS NCOP","",,1,,1,1,,"ICD9","FASCIECTOMIAS NCOP"
"8349","EXCISOES DE TECIDOS MOLES NCOP","",,1,,1,1,,"ICD9","EXCISOES DE TECIDOS MOLES NCOP"
"8363","REPARACAO DA COIFA DOS ROTADORES [OMBRO]","",,1,,1,1,,"ICD9","REPARACAO DA COIFA DOS ROTADORES [OMBRO]"
"8377","TRANSFERENCIA OU TRANSPLANTACAO DE MUSCULO","",,1,,1,1,,"ICD9","TRANSFERENCIA OU TRANSPLANTACAO DE MUSCULO"
"8383","RECONSTRUCAO DA POLIA DE TENDAO","",,1,,1,1,,"ICD9","RECONSTRUCAO DA POLIA DE TENDAO"
"8385","ALTERACAO DO COMPRIMENTO DE MUSCULO OU TENDAO","",,1,,1,1,,"ICD9","ALTERACAO DO COMPRIMENTO DE MUSCULO OU TENDAO"
"8398","INJECCAO DE SUBSTANCIA TERAPEUTICA ACTUANDO LOCALMENTE NOUTROS T","",,1,,1,1,,"ICD9","INJECCAO DE SUBSTANCIA TERAPEUTICA ACTUANDO LOCALMENTE NOUTROS T"
"8401","AMPUTACAO E DESARTICULACAO DE DEDO DA MAO","",,1,,1,1,,"ICD9","AMPUTACAO E DESARTICULACAO DE DEDO DA MAO"
